image_id,dominant_color,secondary_color,detected_colors
647,Brown,Orange,"Orange,Blue,Brown"
648,Orange,Brown,"Orange,Brown"
649,Brown,Yellow,"Red,Orange,Yellow,Brown"
650,Orange,Brown,"Orange,Brown"
651,Brown,Orange,"Orange,Brown"
652,Yellow,Brown,"Yellow,Brown"
653,Brown,Orange,"Orange,Brown"
654,Brown,Orange,"Orange,Brown"
655,Cyan,Orange,"Orange,Cyan,Blue,Brown"
656,Orange,Brown,"Orange,Yellow,Brown"
657,Brown,Orange,"Orange,Brown"
658,Brown,none,Brown
659,Orange,Brown,"Red,Orange,Brown"
660,Yellow,Orange,"Orange,Yellow,Brown"
661,Yellow,Orange,"Orange,Yellow"
662,Brown,Yellow,"Orange,Yellow,Blue,Purple,Brown"
663,Orange,Brown,"Orange,Brown"
664,Yellow,Brown,"Yellow,Brown"
665,Brown,Orange,"Orange,Yellow,Brown"
666,Blue,Brown,"Orange,Blue,Brown"
667,Brown,none,Brown
668,Brown,none,Brown
669,Yellow,Orange,"Orange,Yellow,Brown"
670,Orange,Brown,"Orange,Brown"
671,Brown,Orange,"Orange,Brown"
672,Brown,Orange,"Orange,Brown"
673,Orange,Brown,"Orange,Brown"
674,Brown,Orange,"Orange,Brown"
675,Yellow,Orange,"Orange,Yellow"
676,Brown,Orange,"Orange,Brown"
677,Brown,Yellow,"Red,Orange,Yellow,Brown"
678,Brown,Orange,"Orange,Brown"
679,Brown,Orange,"Red,Orange,Brown"
680,Brown,none,Brown
681,Brown,Orange,"Orange,Yellow,Brown"
682,Orange,Brown,"Red,Orange,Brown"
683,Brown,Orange,"Orange,Yellow,Brown"
684,Orange,Brown,"Orange,Yellow,Brown"
685,Brown,Orange,"Orange,Brown"
686,Brown,Yellow,"Orange,Yellow,Brown"
687,Brown,Orange,"Orange,Brown"
688,Orange,Brown,"Orange,Brown"
689,Brown,Orange,"Orange,Brown"
690,Orange,Brown,"Orange,Brown"
691,Orange,Brown,"Orange,Yellow,Brown"
692,Brown,Orange,"Orange,Brown"
693,Orange,Brown,"Orange,Brown"
694,Yellow,Orange,"Orange,Yellow"
695,Brown,Orange,"Orange,Brown"
696,Yellow,Brown,"Orange,Yellow,Brown"
697,Brown,Orange,"Orange,Brown"
698,Brown,none,Brown
699,Brown,Orange,"Orange,Brown"
700,Orange,Yellow,"Orange,Yellow,Brown"
701,Brown,none,Brown
702,Yellow,Brown,"Orange,Yellow,Brown"
703,Orange,Yellow,"Orange,Yellow,Brown"
704,Brown,none,Brown
705,Brown,Red,"Red,Orange,Brown"
706,Brown,Orange,"Red,Orange,Blue,Brown"
707,Orange,Brown,"Orange,Yellow,Brown"
708,Brown,Orange,"Red,Orange,Brown"
709,Brown,Orange,"Red,Orange,Brown"
710,Brown,Orange,"Orange,Brown"
711,Orange,Brown,"Red,Orange,Brown"
712,Orange,Brown,"Orange,Brown"
713,Brown,Orange,"Orange,Brown"
714,Brown,Red,"Red,Orange,Yellow,Brown"
715,Cyan,Green,"Orange,Green,Cyan,Brown"
716,Yellow,none,Yellow
717,Brown,Orange,"Orange,Brown"
718,Brown,Orange,"Orange,Yellow,Brown"
719,Yellow,none,Yellow
720,Yellow,Orange,"Orange,Yellow,Brown"
721,Yellow,Brown,"Orange,Yellow,Brown"
722,Yellow,Orange,"Orange,Yellow,Brown"
723,Brown,Orange,"Orange,Brown"
724,Yellow,Orange,"Orange,Yellow,Brown"
725,Brown,Orange,"Orange,Yellow,Brown"
726,Brown,Purple,"Orange,Blue,Purple,Brown"
727,Yellow,Orange,"Orange,Yellow,Brown"
728,Yellow,Brown,"Yellow,Brown"
729,Brown,Orange,"Orange,Brown"
730,Orange,Brown,"Orange,Brown"
731,Yellow,Orange,"Orange,Yellow"
732,Brown,none,Brown
733,Brown,Orange,"Red,Orange,Brown"
734,Brown,Orange,"Orange,Yellow,Brown"
735,Brown,none,Brown
736,Orange,Brown,"Orange,Brown"
737,Brown,Blue,"Blue,Brown"
738,Orange,Yellow,"Orange,Yellow,Brown"
739,Orange,Brown,"Orange,Brown"
740,Orange,Brown,"Orange,Brown"
741,Yellow,Orange,"Orange,Yellow,Brown"
742,Brown,Orange,"Orange,Yellow,Brown"
743,Brown,Orange,"Orange,Brown"
744,Orange,Brown,"Orange,Brown"
745,Brown,none,Brown
746,Brown,Orange,"Orange,Brown"
747,Brown,Yellow,"Yellow,Brown"
748,Brown,Orange,"Orange,Yellow,Brown"
749,Brown,Orange,"Orange,Brown"
750,Brown,none,Brown
751,Orange,Brown,"Orange,Brown"
752,Brown,Blue,"Blue,Brown"
753,Yellow,Orange,"Orange,Yellow,Brown"
754,Yellow,none,Yellow
755,Brown,Orange,"Orange,Brown"
756,Purple,Orange,"Red,Orange,Purple,Brown"
757,Brown,Orange,"Orange,Brown"
758,Orange,Brown,"Orange,Blue,Brown"
759,Brown,Orange,"Orange,Brown"
760,Brown,Yellow,"Orange,Yellow,Brown"
761,Brown,Orange,"Orange,Brown"
762,Orange,Yellow,"Orange,Yellow,Brown"
763,Yellow,Brown,"Orange,Yellow,Brown"
764,Yellow,none,Yellow
765,Yellow,Orange,"Orange,Yellow"
766,Brown,Orange,"Orange,Yellow,Brown"
767,Yellow,Brown,"Orange,Yellow,Brown"
768,Orange,none,Orange
769,Brown,Yellow,"Yellow,Brown"
770,Yellow,Orange,"Orange,Yellow,Brown"
771,Brown,none,Brown
772,Brown,Red,"Red,Yellow,Brown"
773,Brown,Orange,"Orange,Brown"
774,Orange,Yellow,"Orange,Yellow"
775,Yellow,Orange,"Orange,Yellow,Brown"
776,Brown,Orange,"Orange,Brown"
777,Red,Brown,"Red,Orange,Brown"
778,Yellow,Orange,"Orange,Yellow,Brown"
779,Orange,Yellow,"Orange,Yellow"
780,Orange,Brown,"Orange,Yellow,Brown"
781,Yellow,Orange,"Orange,Yellow"
782,Yellow,Brown,"Orange,Yellow,Brown"
783,Yellow,none,Yellow
784,Brown,Orange,"Orange,Blue,Brown"
785,Yellow,Orange,"Orange,Yellow"
786,Brown,none,Brown
787,Brown,Orange,"Orange,Brown"
788,Brown,Orange,"Red,Orange,Brown"
789,Yellow,Brown,"Red,Orange,Yellow,Brown"
790,Orange,Brown,"Red,Orange,Brown"
791,Orange,Brown,"Orange,Brown"
792,Brown,none,Brown
793,Yellow,Red,"Red,Orange,Yellow"
794,Brown,Orange,"Orange,Yellow,Brown"
795,Orange,Yellow,"Orange,Yellow,Brown"
796,Yellow,Orange,"Orange,Yellow,Brown"
797,Brown,Orange,"Orange,Brown"
798,Yellow,none,Yellow
799,Cyan,Orange,"Orange,Cyan,Brown"
800,Brown,Orange,"Orange,Brown"
801,Brown,Orange,"Orange,Brown"
802,Brown,Yellow,"Orange,Yellow,Brown"
803,Brown,Yellow,"Orange,Yellow,Brown"
804,Brown,Yellow,"Orange,Yellow,Brown"
805,Brown,Cyan,"Cyan,Brown"
806,Yellow,none,Yellow
807,Brown,Orange,"Orange,Yellow,Green,Brown"
808,Orange,Yellow,"Orange,Yellow,Brown"
809,Brown,Orange,"Orange,Brown"
810,Yellow,Brown,"Yellow,Brown"
811,Orange,Brown,"Orange,Brown"
812,Brown,Orange,"Orange,Brown"
813,Brown,none,Brown
814,Yellow,Brown,"Orange,Yellow,Brown"
815,Yellow,Orange,"Orange,Yellow,Brown"
816,Orange,Brown,"Orange,Yellow,Brown"
817,Yellow,none,Yellow
818,Brown,Yellow,"Orange,Yellow,Brown"
819,Yellow,Orange,"Orange,Yellow"
820,Brown,none,Brown
821,Yellow,Brown,"Yellow,Brown"
822,Yellow,Green,"Yellow,Green,Brown"
823,Orange,Yellow,"Orange,Yellow,Brown"
824,Brown,Yellow,"Orange,Yellow,Brown"
825,Yellow,Orange,"Orange,Yellow,Brown"
826,Orange,Yellow,"Orange,Yellow"
827,Brown,Orange,"Orange,Brown"
828,Orange,Yellow,"Orange,Yellow,Brown"
829,Brown,Yellow,"Orange,Yellow,Brown"
830,Brown,Orange,"Orange,Brown"
831,Yellow,Brown,"Orange,Yellow,Brown"
832,Orange,none,Orange
833,Brown,Orange,"Orange,Yellow,Brown"
834,Brown,Orange,"Orange,Brown"
835,Orange,Brown,"Orange,Blue,Brown"
836,Orange,Brown,"Orange,Brown"
837,Yellow,Brown,"Orange,Yellow,Brown"
838,Orange,Brown,"Orange,Brown"
839,Orange,Brown,"Orange,Yellow,Brown"
840,Brown,Orange,"Orange,Brown"
841,Brown,none,Brown
842,Brown,Orange,"Red,Orange,Brown"
843,Brown,Orange,"Orange,Brown"
844,Yellow,none,Yellow
845,Brown,Orange,"Orange,Yellow,Brown"
846,Yellow,Orange,"Orange,Yellow,Brown"
847,Brown,Yellow,"Orange,Yellow,Brown"
848,Brown,Orange,"Orange,Brown"
849,Orange,Brown,"Orange,Yellow,Brown"
850,Brown,Orange,"Orange,Yellow,Brown"
851,Orange,Brown,"Orange,Brown"
852,Orange,Brown,"Orange,Brown"
853,Orange,none,Orange
854,Orange,none,Orange
855,Brown,Yellow,"Orange,Yellow,Brown"
856,Yellow,none,Yellow
857,Yellow,Brown,"Orange,Yellow,Brown"
858,Orange,Brown,"Orange,Brown"
859,Orange,Brown,"Orange,Brown"
860,Brown,none,Brown
861,Brown,Orange,"Orange,Brown"
862,Brown,Orange,"Orange,Brown"
863,Brown,Orange,"Orange,Yellow,Brown"
864,Brown,Orange,"Orange,Brown"
865,Brown,Orange,"Red,Orange,Yellow,Brown"
866,Orange,Yellow,"Orange,Yellow,Brown"
867,Orange,Brown,"Red,Orange,Brown"
868,Brown,Orange,"Orange,Brown"
869,Orange,none,Orange
870,Orange,none,Orange
871,Brown,Orange,"Orange,Brown"
872,Cyan,Orange,"Red,Orange,Cyan,Blue,Brown"
873,Orange,Brown,"Orange,Brown"
874,Orange,Brown,"Orange,Yellow,Brown"
875,Brown,Orange,"Orange,Brown"
876,Orange,Brown,"Orange,Brown"
877,Orange,Brown,"Orange,Brown"
878,Brown,Blue,"Orange,Blue,Brown"
879,Yellow,Orange,"Orange,Yellow,Brown"
880,Orange,Brown,"Orange,Brown"
881,Orange,Yellow,"Orange,Yellow,Brown"
882,Orange,Brown,"Red,Orange,Brown"
883,Brown,none,Brown
884,Brown,Yellow,"Orange,Yellow,Brown"
885,Brown,Orange,"Orange,Brown"
886,Orange,Brown,"Orange,Yellow,Brown"
887,Brown,Orange,"Orange,Brown"
888,Yellow,Brown,"Orange,Yellow,Brown"
889,Brown,Orange,"Orange,Brown"
890,Brown,none,Brown
891,Yellow,Brown,"Orange,Yellow,Brown"
892,Brown,Orange,"Orange,Brown"
893,Brown,none,Brown
894,Red,Yellow,"Red,Yellow,Blue,Brown"
895,Orange,Brown,"Orange,Brown"
896,Brown,Orange,"Orange,Brown"
897,Orange,Brown,"Red,Orange,Brown"
898,Brown,Orange,"Orange,Brown"
899,Yellow,Orange,"Orange,Yellow,Brown"
900,Orange,Brown,"Orange,Yellow,Brown"
901,Brown,Orange,"Orange,Brown"
902,Brown,none,Brown
903,Brown,Orange,"Orange,Brown"
904,Brown,none,Brown
905,Orange,none,Orange
906,Orange,Yellow,"Orange,Yellow,Brown"
907,Brown,none,Brown
908,Brown,Orange,"Orange,Brown"
909,Brown,Orange,"Orange,Brown"
910,Yellow,Brown,"Orange,Yellow,Brown"
911,Yellow,Orange,"Orange,Yellow"
912,Brown,none,Brown
913,Yellow,Brown,"Yellow,Brown"
914,Yellow,Brown,"Orange,Yellow,Brown"
915,Brown,Orange,"Red,Orange,Yellow,Brown"
916,Yellow,Orange,"Orange,Yellow"
917,Brown,Orange,"Orange,Yellow,Brown"
918,Orange,Brown,"Orange,Brown"
919,Yellow,Brown,"Red,Orange,Yellow,Brown"
920,Brown,Orange,"Orange,Yellow,Brown"
921,Yellow,Brown,"Orange,Yellow,Brown"
922,Brown,Orange,"Orange,Yellow,Brown"
923,Brown,Orange,"Orange,Brown"
924,Brown,Orange,"Orange,Brown"
925,Brown,Orange,"Orange,Brown"
926,Orange,Blue,"Orange,Blue,Brown"
927,Orange,Brown,"Orange,Brown"
928,Brown,none,Brown
929,Yellow,Orange,"Orange,Yellow"
930,Yellow,Orange,"Orange,Yellow"
931,Brown,Orange,"Orange,Yellow,Brown"
932,Orange,Brown,"Orange,Brown"
933,Brown,Orange,"Orange,Brown"
934,Orange,Yellow,"Orange,Yellow,Brown"
935,Brown,none,Brown
936,Brown,Orange,"Orange,Brown"
937,Brown,none,Brown
938,Brown,Orange,"Orange,Yellow,Brown"
939,Brown,Cyan,"Green,Cyan,Blue,Brown"
940,Brown,Orange,"Orange,Brown"
941,Brown,Orange,"Orange,Brown"
942,Brown,none,Brown
943,Orange,Yellow,"Orange,Yellow"
944,Yellow,Orange,"Orange,Yellow,Brown"
945,Yellow,Orange,"Orange,Yellow"
946,Brown,Orange,"Orange,Brown"
947,Brown,Yellow,"Orange,Yellow,Brown"
948,Orange,Brown,"Orange,Brown"
949,Yellow,Orange,"Orange,Yellow,Brown"
950,Yellow,Orange,"Orange,Yellow,Brown"
951,Yellow,Orange,"Orange,Yellow,Brown"
952,Orange,Yellow,"Orange,Yellow"
953,Orange,Brown,"Orange,Yellow,Brown"
954,Orange,Brown,"Orange,Brown"
955,Orange,Yellow,"Orange,Yellow"
956,Orange,Yellow,"Orange,Yellow"
957,Orange,Brown,"Orange,Brown"
958,Orange,Brown,"Orange,Brown"
959,Yellow,Brown,"Orange,Yellow,Brown"
960,Brown,Blue,"Cyan,Blue,Brown"
961,Orange,Brown,"Orange,Brown"
962,Brown,Red,"Red,Orange,Brown"
963,Orange,Yellow,"Orange,Yellow"
964,Brown,Orange,"Orange,Brown"
965,Orange,Yellow,"Orange,Yellow,Brown"
966,Brown,none,Brown
967,Brown,Orange,"Red,Orange,Brown"
968,Orange,Brown,"Orange,Brown"
969,Yellow,Brown,"Yellow,Brown"
970,Brown,Yellow,"Orange,Yellow,Brown"
971,Brown,Orange,"Orange,Brown"
972,Brown,Orange,"Orange,Brown"
973,Brown,Orange,"Orange,Brown"
974,Brown,Orange,"Red,Orange,Brown"
975,Brown,Orange,"Orange,Brown"
976,Orange,Brown,"Orange,Brown"
977,Yellow,Orange,"Orange,Yellow,Brown"
978,Brown,none,Brown
979,Yellow,Brown,"Orange,Yellow,Brown"
980,Brown,Yellow,"Red,Yellow,Brown"
981,Brown,Orange,"Orange,Yellow,Brown"
982,Orange,Yellow,"Orange,Yellow,Brown"
983,Brown,none,Brown
984,Yellow,none,Yellow
985,Orange,Brown,"Orange,Yellow,Brown"
986,Orange,Yellow,"Orange,Yellow,Brown"
987,Brown,Orange,"Orange,Brown"
988,Orange,Yellow,"Orange,Yellow"
989,Brown,Orange,"Orange,Brown"
990,Brown,none,Brown
991,Orange,Brown,"Orange,Yellow,Brown"
992,Yellow,Orange,"Orange,Yellow,Brown"
993,Orange,Brown,"Orange,Brown"
994,Brown,Orange,"Orange,Brown"
995,Yellow,Brown,"Orange,Yellow,Brown"
996,Orange,Brown,"Orange,Yellow,Brown"
997,Brown,Orange,"Orange,Brown"
998,Yellow,Orange,"Orange,Yellow"
999,Brown,Orange,"Orange,Blue,Brown"
